id,Nombre,Ciudad,Año,Kilometros,Combustible,Tipo_marchas,Mano,Consumo,Motor_CC,Potencia,Asientos,Descuento,Precio_cat
3891,Volkswagen Polo Petrol Highline 1.2L,E,2011,44748,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3
3892,Skoda Laura 1.9 TDI AT Elegance,G,2009,48000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5.0,,3
3893,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,B,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,4
3894,Tata Nano XTA,K,2016,17800,Petrol,Automatic,Second,21.9 kmpl,624 CC,37.48 bhp,4.0,,2
3895,Maruti Ertiga ZDI,B,2012,88000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,3
3896,Skoda Superb 1.8 TSI MT,F,,53293,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5.0,,3
3897,Maruti Celerio VXI Optional AMT,C,2017,7500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,6.14,3
3898,Renault Pulse RxL,F,2013,71491,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,,,3
3899,Hyundai Xcent 1.2 VTVT S,K,2014,54000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,7.85,3
3900,Renault KWID RXT,C,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2
3901,BMW X1 sDrive 20d xLine,E,2019,15456,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,48.18,5
3902,Maruti Vitara Brezza VDi,B,2016,55000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.96,4
3903,ISUZU D-MAX V-Cross 4X4,G,2017,25000,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5.0,,4
3904,Maruti Swift Dzire VDI,J,2015,76128,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3
3905,Ford Figo Petrol ZXI,B,2012,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5.0,,2
3906,Hyundai EON D Lite Plus,F,2013,17729,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3
3907,Volvo V40 D3,K,2015,33000,Diesel,,Second,16.8 kmpl,1984 CC,150 bhp,5.0,,5
3908,Hyundai i10 Sportz 1.1L,C,2013,84000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2
3909,Honda Amaze VX AT i-Vtech,F,2014,57937,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,3
3910,Honda Amaze SX i-VTEC,D,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,3
3911,Volkswagen Vento Diesel Trendline,D,2011,41000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3
3912,Honda Brio V MT,D,,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3
3913,Hyundai Verna 1.6 SX,J,2011,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
3914,Toyota Etios Liva G,C,2014,80102,Petrol,Manual,First,17.71 kmpl,,78.9 bhp,5.0,,3
3915,Hyundai Grand i10 Sportz,J,2016,81605,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
3916,Toyota Etios VX,E,2016,33415,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,3
3917,Audi Q5 2.0 TDI Premium Plus,D,2013,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,5
3918,Skoda Superb Elegance 1.8 TSI AT,H,2012,53537,Petrol,,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,3
3919,Renault Duster 110PS Diesel RxZ AMT,G,2016,68163,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,14.11,4
3920,Honda City ZX VTEC,G,2006,95000,,Manual,Second,,1497 CC,100 bhp,5.0,,1
3921,Maruti Swift Dzire ZDi,D,2010,100000,Diesel,Manual,,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3
3922,Maruti Ciaz RS ZDi Plus SHVS,J,2016,41000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
3923,Maruti Vitara Brezza ZDi Plus,,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12,4
3924,Honda Jazz VX Diesel,F,2017,17151,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,11.05,4
3925,Maruti Swift Dzire VXI,I,2014,48800,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,3
3926,Hyundai Verna 1.6 CRDi EX AT,C,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,3
3927,Hyundai Verna 1.6 SX,H,2012,58646,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
3928,BMW 7 Series 730Ld,D,2013,38000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,5
3929,Hyundai Santa Fe 4X4,E,2013,65278,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,,4
3930,Hyundai Verna 1.6 SX VTVT,B,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,3
3931,,J,2012,87510,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5.0,,3
3932,Maruti Ritz VDi,F,2010,75014,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3
3933,Hyundai Santa Fe 2WD AT,J,2012,86000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7.0,,4
3934,Volkswagen Polo Petrol Highline 1.2L,C,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3
3935,BMW 1 Series 118d Sport Line,F,2013,51000,Diesel,Automatic,Second,20.58 kmpl,1995 CC,143 bhp,5.0,,5
3936,Mahindra Scorpio 2.6 CRDe,K,2005,60000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8.0,,3
3937,Maruti SX4 Green Vxi (CNG),J,2012,82069,CNG,Manual,First,21.4 kmpl,1586 CC,103.3 bhp,5.0,,2
3938,Hyundai i20 Sportz 1.4 CRDi,F,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,3
3939,Mercedes-Benz M-Class ML 250 CDI,F,2014,50000,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,5
3940,Maruti Swift Dzire VDI,D,2016,71156,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3
3941,BMW 5 Series 2003-2012 530d Highline,C,2008,112500,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5.0,,4
3942,Volkswagen Vento 2013-2015 1.6 Comfortline,I,2015,39000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,3
3943,Hyundai Creta 1.6 CRDi SX,C,2016,42244,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
3944,Maruti Ertiga ZDI,K,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,4
3945,Toyota Corolla Altis 1.8 G,K,2016,16471,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5.0,20.48,4
3946,Maruti Wagon R CNG LXI,J,2014,74663,CNG,Manual,First,33.54 kmpl,998 CC,67.04 bhp,5.0,5.35,2
3947,Hyundai i20 1.2 Asta,D,2014,41681,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3
3948,Renault Duster 110PS Diesel RxL,E,2013,52600,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,,4
3949,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,C,2014,102418,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,4
3950,Hyundai i20 Sportz Diesel,J,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3
3951,Honda City i VTEC E,J,2009,52000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,2
3952,Maruti Vitara Brezza ZDi Plus Dual Tone,E,2017,26927,,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,4
3953,Ford Ecosport 1.5 DV5 MT Titanium Optional,J,2014,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
3954,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,E,2015,20826,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.6 bhp,5.0,,4
3955,Audi Q7 3.0 TDI Quattro Premium Plus,J,2014,,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,5
3956,Maruti Celerio VXI,K,2015,67600,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
3957,Hyundai Creta 1.6 SX Plus Petrol Automatic,E,2018,32434,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,4
3958,Mercedes-Benz E-Class 2015-2017 E 200 CGI,B,2014,72000,Petrol,Automatic,First,12.0 kmpl,1991 CC,184 bhp,5.0,,5
3959,Ford Figo Diesel EXI,I,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2
3960,Mahindra Thar CRDe,E,2017,28599,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,11.71,4
3961,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,G,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,5
3962,Maruti Baleno Delta 1.2,E,2018,25093,Petrol,Manual,,21.4 kmpl,1197 CC,83.1 bhp,5.0,,4
3963,Maruti Zen LXi - BS III,B,2005,102000,Petrol,Manual,First,17.3 kmpl,,60 bhp,5.0,,1
3964,Ford Ecosport 1.5 DV5 MT Titanium Optional,J,2013,57000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
3965,Maruti Ciaz 1.4 Delta,E,2018,7784,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,4
3966,Maruti 800 AC,D,2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4.0,,1
3967,Tata Indica V2 DLX,I,2008,50000,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5.0,,1
3968,Ford EcoSport 1.5 TDCi Titanium,E,2014,64637,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,4
3969,Honda Amaze SX i-VTEC,B,2016,18949,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,3
3970,Hyundai Grand i10 CRDi Sportz,H,2015,58397,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3971,BMW 3 Series 320d,H,2014,32982,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87,5
3972,Chevrolet Tavera LS B3 10 Seats BSIII,F,2015,120000,Diesel,Manual,First,14.8 kmpl,2499 CC,80 bhp,10.0,,3
3973,Mahindra Bolero ZLX,G,2012,105000,Diesel,Manual,Second,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.15,3
3974,Toyota Corolla Altis 1.8 G CNG,B,2010,63000,CNG,Manual,Second,14.53 kmpl,1798 CC,138 bhp,5.0,,3
3975,Honda Jazz Active,I,2010,39800,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,,1
3976,Mercedes-Benz New C-Class C 220 CDI Elegance AT,H,2011,42408,,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,4
3977,Hyundai Grand i10 Sportz,K,2016,16000,Petrol,,First,18.9 kmpl,1197 CC,82 bhp,,,3
3978,Hyundai Grand i10 CRDi Asta,K,2016,50000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3979,Mercedes-Benz B Class B180,J,2013,28000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,4
3980,Maruti Wagon R LXI BS IV,B,2010,70000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,1
3981,Hyundai Creta 1.6 VTVT S,E,2016,47016,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,4
3982,Mercedes-Benz New C-Class C250 Avantgarde,B,2011,45000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5.0,,4
3983,Audi Q3 2.0 TDI,K,2014,65630,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,5
3984,Volkswagen Vento IPL II Petrol Trendline,C,2011,66000,Petrol,Manual,First,15.8 kmpl,1598 CC,105 bhp,5.0,,2
3985,Renault Pulse RxL,J,2014,67668,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,,2
3986,Hyundai Grand i10 1.2 Kappa Asta,F,2017,22500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82,3
3987,Land Rover Range Rover 2.2L Prestige,J,2015,37000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,5
3988,Honda Brio S MT,L,2012,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3
3989,Toyota Innova 2.5 V Diesel 7-seater,J,2011,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,3
3990,Honda City i-VTEC S,J,2010,76752,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,3
3991,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,E,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,3
3992,Volkswagen Polo Petrol Trendline 1.2L,I,2010,55000,Petrol,Manual,,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2
3993,Maruti Vitara Brezza ZDi Plus,H,2018,57078,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.58,4
,Volkswagen Ameo 1.5 TDI Highline AT,E,2017,22440,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,,4
3995,Hyundai Elantra CRDi S,L,2015,65000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,,4
3996,Honda Civic 2006-2010 1.8 V MT,J,2008,72000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,2
3997,BMW 3 Series 320d Luxury Line,F,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,53.68,5
3998,Hyundai Grand i10 CRDi SportZ Edition,J,2014,58000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,2
3999,Maruti Baleno RS Petrol,H,2018,43639,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,9.83,4
4000,BMW 3 Series 320d,L,2011,100000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,43.31,4
4001,Mercedes-Benz E-Class 2015-2017 E250 Edition E,L,2016,39500,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,5
4002,Honda Brio S MT,L,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3
,Maruti Vitara Brezza ZDi Plus Dual Tone,H,2017,21248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.75,4
4004,Mercedes-Benz A Class A180 CDI,K,2014,8000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,,5
4005,Maruti Ignis 1.3 Zeta,B,2017,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,5.0,,3
4006,Maruti Baleno Zeta 1.2,J,2018,13000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,,,3
4007,Land Rover Discovery Sport TD4 HSE,E,2019,25899,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5.0,,5
4008,Honda City 1.5 V MT,J,2011,90000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3
4009,Mercedes-Benz E-Class 230 E AT,I,2009,28888,Petrol,Automatic,First,10.0 kmpl,2496 CC,157.7 bhp,5.0,,4
4010,Maruti Ritz ZXi,E,2016,22767,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3
4011,Tata Indigo eCS LS (TDI) BS-III,C,2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,69.01 bhp,5.0,,2
4012,Hyundai Xcent 1.1 CRDi Base,B,2016,170000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3
4013,Jaguar XF 3.0 Litre S Premium Luxury,I,2012,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,5
4014,Ford Ecosport 1.5 DV5 MT Titanium,F,2014,85670,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
4015,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,D,2009,85000,Diesel,Manual,Second,15.0 kmpl,1896 CC,105 bhp,5.0,,3
4016,Ford Figo Petrol ZXI,B,2011,32000,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,,1
4017,Toyota Etios G,H,2013,56344,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,3
4018,Maruti Wagon R VXI AMT,B,2016,8000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.14,3
4019,Hyundai i10 Sportz,H,2015,16900,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
4020,Hyundai Verna 1.6 EX VTVT,I,2014,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,3
4021,Hyundai Xcent 1.1 CRDi S,G,2015,100000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3
4022,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,E,2016,38730,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,5
4023,Honda City i DTEC SV,H,2016,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,4
4024,Maruti Ertiga VDI,D,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,3
4025,Skoda Octavia Ambition 1.8 TSI AT,L,2014,50000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.6 bhp,5.0,,4
4026,Nissan Sunny 2011-2014 XV,C,2013,8000,Petrol,Manual,,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3
4027,Tata Tigor 1.05 Revotorq XZ Option,H,2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,,4
4028,Volkswagen Ameo 1.5 TDI Comfortline AT,G,2017,54455,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,,3
4029,Toyota Fortuner 4x4 MT,J,2012,68350,Diesel,,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,4
4030,,B,2013,51167,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3
4031,Hyundai EON 1.0 Kappa Magna Plus Optional,I,2014,9759,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,,2
4032,Honda City 1.5 S MT,B,2009,70000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,1
4033,Hyundai i20 1.4 Asta,B,2015,57000,Diesel,Manual,,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
4034,Maruti Wagon R VXI,B,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2
4035,Ford Ecosport 1.5 DV5 MT Titanium,J,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,3
4036,Toyota Corolla Altis G,J,2013,64000,Petrol,Manual,,14.53 kmpl,1798 CC,,5.0,,3
4037,Hyundai i20 Magna 1.4 CRDi,F,2016,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
4038,Hyundai Verna Xi (Petrol),H,2009,137148,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5.0,,1
4039,Maruti Wagon R VXI,L,2011,75000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2
4040,Porsche Panamera Diesel,I,2015,25100,Diesel,Automatic,First,17.85 kmpl,2967 CC,300 bhp,4.0,,5
4041,Audi Q5 30 TDI quattro Premium Plus,K,2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,,5
4042,Maruti Wagon R LXI,L,2010,21002,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,4.74,2
,Tata New Safari 4X4 EX,D,2007,120203,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7.0,,3
4044,Maruti Baleno Alpha 1.3,H,2018,42243,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,4
4045,Maruti Celerio ZXI,H,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
4046,Maruti Wagon R VXI,C,2002,93000,Petrol,Manual,Third,18.9 kmpl,998 CC,67.1 bhp,5.0,,1
4047,Mercedes-Benz GLE 350d,E,,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13,5
4048,Maruti Swift ZDi,K,2014,98000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
4049,Mahindra Scorpio VLX,L,2011,70000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,4
4050,Skoda Fabia 1.6 MPI Elegance,C,2012,41629,Petrol,Manual,Second,,1598 CC,105 bhp,5.0,,2
4051,Honda Accord 2.4 AT,H,2011,62332,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,3
4052,Nissan Micra Active XV,L,2016,41000,Petrol,,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.78,3
4053,BMW X1 sDrive20d,D,2012,85000,Diesel,Automatic,Third,17.05 kmpl,1995 CC,184 bhp,5.0,,4
4054,Renault KWID RXT Optional,F,2018,1900,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.8,3
4055,Honda City 1.5 S MT,B,2014,54546,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3
4056,Toyota Innova 2.5 V Diesel 8-seater,J,2010,,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,3
4057,Volkswagen Polo Petrol Comfortline 1.2L,I,2011,55001,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2
4058,Maruti Baleno Alpha 1.2,J,2016,27000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,3
4059,Toyota Fortuner 4x2 Manual,G,2014,69000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7.0,,5
4060,Volvo S60 D4 Momentum,F,2015,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5.0,45.67,5
4061,Toyota Fortuner 3.0 Diesel,J,2011,60000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,4
4062,Toyota Etios VXD,C,2015,65000,Diesel,Manual,,23.59 kmpl,1364 CC,67.04 bhp,5.0,,3
4063,Maruti Swift ZXI,E,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3
4064,Maruti Swift ZXI,D,2012,42000,Petrol,Manual,Third,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3
4065,Toyota Innova 2.5 V Diesel 7-seater,F,2015,80883,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,4
4066,Hyundai Grand i10 CRDi Sportz,L,2016,30000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
4067,Ford Ikon 1.6 ZXI NXt,C,2004,69870,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,5.0,,1
,Nissan Sunny 2011-2014 XL,H,2013,68880,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3
4069,Mercedes-Benz A Class A180 CDI,C,2015,48300,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,,5
4070,Maruti Swift Dzire LDI,J,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3
4071,Mahindra XUV500 W8 2WD,F,2013,140000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,,4
4072,Honda Jazz 1.2 V CVT i VTEC,E,2018,20026,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,4
4073,Toyota Innova Crysta 2.4 ZX MT,D,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4,5
4074,Jeep Compass 2.0 Limited,G,2018,29000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,22.95,5
4075,Maruti Swift Dzire VDI,I,2013,43284,Diesel,Manual,First,23.4 kmpl,,74 bhp,5.0,,3
4076,Audi Q5 2008-2012 2.0 TDI,E,2013,80127,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,5
4077,Skoda Superb Style 1.8 TSI AT,B,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36,5
4078,Toyota Fortuner 3.0 Diesel,E,2012,91235,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,4
4079,Toyota Corolla Altis G,I,,45000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3
4080,BMW 5 Series 520d Luxury Line,J,2013,65000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,67.87,5
4081,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,,2015,45000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,,5
4082,Hyundai i20 Magna 1.4 CRDi,H,2015,64399,,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,3
4083,Maruti Versa DX2 BS II,B,2003,62000,Petrol,Manual,Second,11.3 kmpl,1298 CC,83.1 bhp,8.0,,1
4084,Renault KWID RXT,F,2016,73000,,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2
4085,Hyundai Grand i10 Asta Option,B,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
4086,Toyota Etios G,E,2013,27075,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,3
4087,Chevrolet Beat LT,E,2012,24735,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2
4088,Maruti Ciaz ZDi Plus,E,2018,68737,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,4
4089,Hyundai i10 Sportz 1.2,I,2011,37000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
4090,Renault Duster 110PS Diesel RxZ,K,2013,45348,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,3
4091,Ford Figo 2015-2019 1.5D Trend MT,F,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,3
